id,author,description,guid,to,likecount,link,pubdate,replycount,title,authorChannelUrl
398,@mahir409,1:00,UgyExV_ijh7cYGtA3K94AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyExV_ijh7cYGtA3K94AaABAg,2023-12-16 15:58:01,0,1:00,http://www.youtube.com/@mahir409
399,@udayasealingmmmmmmk5206,😂😂😂😂😂,UgzbkoShpFspbKbT8sl4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgzbkoShpFspbKbT8sl4AaABAg,2023-12-16 13:54:06,0,😂😂😂😂😂,http://www.youtube.com/@udayasealingmmmmmmk5206
400,@SurajPandey-dg1tq,KGF के सामने सब पानी भरें... सब KGF की स्टाइल कॉपी करते हैं...,Ugx1mcbSHJTlb6TB5rF4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugx1mcbSHJTlb6TB5rF4AaABAg,2023-12-16 12:59:55,0,KGF के सामने सब पानी भरें... सब KGF की स्टाइल कॉपी करते हैं...,http://www.youtube.com/@SurajPandey-dg1tq
401,@akashbanduni5599,Feeling sad for those who feel great watching movies like Animal and kabir singh which glorifys violence and misogyny,UgwUlCbHew8BEnp0tGV4AaABAg,,2,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwUlCbHew8BEnp0tGV4AaABAg,2023-12-16 12:40:27,1,Feeling sad for those who feel great watching movies like Animal and kabir singh which glorifys violence and misogyny,http://www.youtube.com/@akashbanduni5599
402,@Lost_KS,😂 so why r u here man ? What about Kgf ? 😂,UgwUlCbHew8BEnp0tGV4AaABAg.9yOYzsn4lVd9yVKHZjaVXG,@akashbanduni5599,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwUlCbHew8BEnp0tGV4AaABAg.9yOYzsn4lVd9yVKHZjaVXG,2023-12-19 03:46:37,0,😂 so why r u here man ? What about Kgf ? 😂,http://www.youtube.com/@Lost_KS
403,@JagroopSingh-xn5lb,Superhit movie,Ugwo_fnNsbfO9C1gek14AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugwo_fnNsbfO9C1gek14AaABAg,2023-12-16 12:32:44,0,Superhit movie,http://www.youtube.com/@JagroopSingh-xn5lb
404,@pradeepknsingh,Rip Bobby deol 😂,Ugy8CxL4wlQcQJf_fet4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugy8CxL4wlQcQJf_fet4AaABAg,2023-12-16 11:56:42,1,Rip Bobby deol 😂,http://www.youtube.com/@pradeepknsingh
405,@pradeepknsingh,In the first 😂 smack was 😂,Ugy8CxL4wlQcQJf_fet4AaABAg.9yOTzRRRdvo9yOU39-JAdJ,@pradeepknsingh,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugy8CxL4wlQcQJf_fet4AaABAg.9yOTzRRRdvo9yOU39-JAdJ,2023-12-16 11:57:21,0,In the first 😂 smack was 😂,http://www.youtube.com/@pradeepknsingh
406,@prafulljadhav5575,Mujhe pura trailer pasand nhi aya but last me Bobby ka rakshashi reaction Kasam se Bhai rongte khade hogye,Ugw2jBISJs-iAIbrxl94AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugw2jBISJs-iAIbrxl94AaABAg,2023-12-16 11:24:31,0,Mujhe pura trailer pasand nhi aya but last me Bobby ka rakshashi reaction Kasam se Bhai rongte khade hogye,http://www.youtube.com/@prafulljadhav5575
407,@sapaktv255,Mujhe kiya 🙏🎁,UgxjZOrzLGehpQP-xbB4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxjZOrzLGehpQP-xbB4AaABAg,2023-12-16 11:23:27,0,Mujhe kiya 🙏🎁,http://www.youtube.com/@sapaktv255
408,@SumitBandivdekar____SBB,Top 1 Trailer 👍🏻😎🤠😳🤳🏻,Ugxycj7of1SvYa6TsNJ4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugxycj7of1SvYa6TsNJ4AaABAg,2023-12-16 11:06:02,0,Top 1 Trailer 👍🏻😎🤠😳🤳🏻,http://www.youtube.com/@SumitBandivdekar____SBB
409,@abhishekbashyal,🔥,UgzXXxa6N2eM9WokAcN4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgzXXxa6N2eM9WokAcN4AaABAg,2023-12-16 10:15:39,0,🔥,http://www.youtube.com/@abhishekbashyal
410,@evasky918,🤮🤮🤮🤮🤮🤮🤮🤮stupid stupid movie 👎👎👎,Ugx39nZl15IB1-2S37l4AaABAg,,2,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugx39nZl15IB1-2S37l4AaABAg,2023-12-16 09:56:35,0,🤮🤮🤮🤮🤮🤮🤮🤮stupid stupid movie 👎👎👎,http://www.youtube.com/@evasky918
411,@meetuguptaagra9602,Therefore I say to release the trailer first,UgzESUqrUthHiO0-0Yx4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgzESUqrUthHiO0-0Yx4AaABAg,2023-12-16 09:55:15,0,Therefore I say to release the trailer first,http://www.youtube.com/@meetuguptaagra9602
412,@arjunmahto714,Hi,Ugx8eGuQFaq2iMIRVVN4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugx8eGuQFaq2iMIRVVN4AaABAg,2023-12-16 09:35:26,0,Hi,http://www.youtube.com/@arjunmahto714
413,@arjunmahto714,hi,UgyFkBhYIIcfjDYtAaB4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyFkBhYIIcfjDYtAaB4AaABAg,2023-12-16 09:34:51,0,hi,http://www.youtube.com/@arjunmahto714
414,@amir.740,Kya bkwas film bnyi h.....jaga jasoos best movie h,UgydMK8VBRRZPMW3ZUB4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgydMK8VBRRZPMW3ZUB4AaABAg,2023-12-16 09:34:31,0,Kya bkwas film bnyi h.....jaga jasoos best movie h,http://www.youtube.com/@amir.740
415,@Puja-em1pk,Yo movie YouTube me kab ayega,Ugx4BIDX3mpXvbDaK_R4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugx4BIDX3mpXvbDaK_R4AaABAg,2023-12-16 08:36:02,1,Yo movie YouTube me kab ayega,http://www.youtube.com/@Puja-em1pk
416,@Familymastivlogs-xx1gh,Aayi thi YouTube par or delete bhi ho gyi🤣🤣,Ugx4BIDX3mpXvbDaK_R4AaABAg.9yO70hJJDgs9yOFLn6L_4z,@Puja-em1pk,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugx4BIDX3mpXvbDaK_R4AaABAg.9yO70hJJDgs9yOFLn6L_4z,2023-12-16 09:48:49,0,Aayi thi YouTube par or delete bhi ho gyi🤣🤣,http://www.youtube.com/@Familymastivlogs-xx1gh
417,@taethon727,"Stop making this kind of movies reddy, please atleast be mature, paise seh dimaag kharidle accha hoga",UgyYbEINwtwhC1nbtiB4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyYbEINwtwhC1nbtiB4AaABAg,2023-12-16 08:24:21,0,"Stop making this kind of movies reddy, please atleast be mature, paise seh dimaag kharidle accha hoga",http://www.youtube.com/@taethon727
418,@vashisht-shivam,Ranbir kapoor is legend,UgzlqScmpPxzwd2xNCF4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgzlqScmpPxzwd2xNCF4AaABAg,2023-12-16 08:20:17,0,Ranbir kapoor is legend,http://www.youtube.com/@vashisht-shivam
419,@kiranchakravarthyb.r4508,Super duper hit movie 👏👏👏,UgxbaE-s6qSKgMW71MN4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxbaE-s6qSKgMW71MN4AaABAg,2023-12-16 08:19:45,0,Super duper hit movie 👏👏👏,http://www.youtube.com/@kiranchakravarthyb.r4508
420,@user-bf7uc9ci6o,Will this come in Netflix?,Ugw1wCufHGldEr9Jngh4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugw1wCufHGldEr9Jngh4AaABAg,2023-12-16 08:00:58,0,Will this come in Netflix?,http://www.youtube.com/@user-bf7uc9ci6o
421,@debasishbehera3132,What a trailer ranbir kapoor sir goosebumps ❤🔥,Ugw1XDgI63WTcrGBU6x4AaABAg,,42,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugw1XDgI63WTcrGBU6x4AaABAg,2023-12-16 07:56:40,0,What a trailer ranbir kapoor sir goosebumps ❤🔥,http://www.youtube.com/@debasishbehera3132
422,@56114,Let's appreciate writer of this movie,Ugw_ZPU7PpmOrWFn18d4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugw_ZPU7PpmOrWFn18d4AaABAg,2023-12-16 07:48:26,0,Let's appreciate writer of this movie,http://www.youtube.com/@56114
423,@xarbanfb4361,bahi nahi dakna time zaya ha,Ugx3omO_E_C_o0N-WKt4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugx3omO_E_C_o0N-WKt4AaABAg,2023-12-16 07:37:19,0,bahi nahi dakna time zaya ha,http://www.youtube.com/@xarbanfb4361
424,@lulu-lt6jj,Full movie,UgzcTFCxmFtY_hMVJjh4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgzcTFCxmFtY_hMVJjh4AaABAg,2023-12-16 07:28:02,0,Full movie,http://www.youtube.com/@lulu-lt6jj
425,@6bk239,Bolly fans hearing a good bgm 😂😂😂,UgxohhpvVCwr0lEOGQF4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxohhpvVCwr0lEOGQF4AaABAg,2023-12-16 07:10:32,0,Bolly fans hearing a good bgm 😂😂😂,http://www.youtube.com/@6bk239
426,@Hindujagriti,Is story of movie unique?,Ugzx6zUUF3uZ99EQDD94AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugzx6zUUF3uZ99EQDD94AaABAg,2023-12-16 06:43:48,0,Is story of movie unique?,http://www.youtube.com/@Hindujagriti
427,@sigmamale9506,😂 i'm a big beef guy.,UgxAnkw65RUr4YbgwTd4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxAnkw65RUr4YbgwTd4AaABAg,2023-12-16 05:49:06,0,😂 i'm a big beef guy.,http://www.youtube.com/@sigmamale9506
428,@BollywoodMashupSongs890,Thanks for great video !!! And sharing my mashup !!!zzzzzzz,UgzDM6P0_1o1HCTTUw14AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgzDM6P0_1o1HCTTUw14AaABAg,2023-12-16 05:13:38,0,Thanks for great video !!! And sharing my mashup !!!zzzzzzz,http://www.youtube.com/@BollywoodMashupSongs890
429,@Harshi..B.m,What is the Moto of this movie?,Ugyq7CLBh-jp7ET9cgt4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugyq7CLBh-jp7ET9cgt4AaABAg,2023-12-16 05:03:03,0,What is the Moto of this movie?,http://www.youtube.com/@Harshi..B.m
430,@BaijuRatnakaran,Could you please stop this violence movies,Ugyk1SBksWf7P37BKxp4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugyk1SBksWf7P37BKxp4AaABAg,2023-12-16 04:55:13,0,Could you please stop this violence movies,http://www.youtube.com/@BaijuRatnakaran
431,@itzzrashmmet2011,Trailer is too good what about movie,UgxzMK-_YYLd40HtspN4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxzMK-_YYLd40HtspN4AaABAg,2023-12-16 04:22:11,0,Trailer is too good what about movie,http://www.youtube.com/@itzzrashmmet2011
432,@shortcreator6150,Bro I think that it will be only hindi film 🎥,UgyiC7VCysTVBYvB8mR4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyiC7VCysTVBYvB8mR4AaABAg,2023-12-16 04:00:55,0,Bro I think that it will be only hindi film 🎥,http://www.youtube.com/@shortcreator6150
433,@GauriShahdiya,Friends subscribe my YouTube channel to watch amazing music videos ❤️❤️❤️❤️,UgxphQkTd3XDCm_NNPB4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxphQkTd3XDCm_NNPB4AaABAg,2023-12-16 03:05:15,0,Friends subscribe my YouTube channel to watch amazing music videos ❤️❤️❤️❤️,http://www.youtube.com/@GauriShahdiya
434,@samivlogs11,treaser Vibes 👌👍 full.movie👎 time waste,Ugyz_bRN75Dq4Hnx_v14AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugyz_bRN75Dq4Hnx_v14AaABAg,2023-12-16 01:33:22,0,treaser Vibes 👌👍 full.movie👎 time waste,http://www.youtube.com/@samivlogs11
435,@jagdishnirmal773,Irresponsible team has such crualtybase movie,UgyGYWMjsMNTBOatG0V4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyGYWMjsMNTBOatG0V4AaABAg,2023-12-15 23:13:39,0,Irresponsible team has such crualtybase movie,http://www.youtube.com/@jagdishnirmal773
436,@fantasygamer7553,Watching the trailer after watching the movie😂,Ugx8zboNTE85JsMbfzt4AaABAg,,2,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugx8zboNTE85JsMbfzt4AaABAg,2023-12-15 21:30:04,0,Watching the trailer after watching the movie😂,http://www.youtube.com/@fantasygamer7553
437,@rishabhchand65,Lord Bobby 7 seconds nail this trailer ❤❤❤,Ugwo5M4j9zsLzzgShZZ4AaABAg,,3,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugwo5M4j9zsLzzgShZZ4AaABAg,2023-12-15 20:59:24,0,Lord Bobby 7 seconds nail this trailer ❤❤❤,http://www.youtube.com/@rishabhchand65
438,@yasarqureshi6152,Bhai isme animal kidar hai,UgyQGP08VJh01-DuwNF4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyQGP08VJh01-DuwNF4AaABAg,2023-12-15 20:44:58,1,Bhai isme animal kidar hai,http://www.youtube.com/@yasarqureshi6152
439,@natureandanimals7577,Iske character kya aapko animal nahi lagate!!!???? 😂😂😂😂😂,UgyQGP08VJh01-DuwNF4AaABAg.9yMqdhmQI8d9yNSBr7zRQT,@yasarqureshi6152,2,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyQGP08VJh01-DuwNF4AaABAg.9yMqdhmQI8d9yNSBr7zRQT,2023-12-16 02:21:49,0,Iske character kya aapko animal nahi lagate!!!???? 😂😂😂😂😂,http://www.youtube.com/@natureandanimals7577
440,@user-dp7xx6tq5g,Disgusting movie 🤮🤮🤮,UgwgOx1sWyP0FNjhlbx4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwgOx1sWyP0FNjhlbx4AaABAg,2023-12-15 18:22:00,1,Disgusting movie 🤮🤮🤮,http://www.youtube.com/@user-dp7xx6tq5g
441,@vikasmiracle1420,"Need to understand the movie it's such a nice movie and first time in threater everyone claps in climax scene ❤❤ Don't be personal , people are going person and forget critism",UgwgOx1sWyP0FNjhlbx4AaABAg.9yMaHUhSIdI9yNHD_0iNDQ,@user-dp7xx6tq5g,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwgOx1sWyP0FNjhlbx4AaABAg.9yMaHUhSIdI9yNHD_0iNDQ,2023-12-16 00:45:56,0,"Need to understand the movie it's such a nice movie and first time in threater everyone claps in climax scene ❤❤ Don't be personal , people are going person and forget critism",http://www.youtube.com/@vikasmiracle1420
442,@PrashantKumar-dm2bl,"एकदम घटिया बकबास मूवी है, पूरी तरह से भारतीय संस्कृति के लिये toxic है, too much violence, vulgarity पता नहीं सेंसर बोर्ड ने पास कैसे कर दी",Ugzf5vTkUQdODHT_wzR4AaABAg,,2,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugzf5vTkUQdODHT_wzR4AaABAg,2023-12-15 16:34:43,2,"एकदम घटिया बकबास मूवी है, पूरी तरह से भारतीय संस्कृति के लिये toxic है, too much violence, vulgarity पता नहीं सेंसर बोर्ड ने पास कैसे कर दी",http://www.youtube.com/@PrashantKumar-dm2bl
443,@PrashantKumar-dm2bl,@@moonlight-qq1yo 👆,Ugzf5vTkUQdODHT_wzR4AaABAg.9yMP-iL5jk89yQrQBjUFpw,@PrashantKumar-dm2bl,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugzf5vTkUQdODHT_wzR4AaABAg.9yMP-iL5jk89yQrQBjUFpw,2023-12-17 10:08:41,0,@@moonlight-qq1yo 👆,http://www.youtube.com/@PrashantKumar-dm2bl
444,@Lost_KS,Kgf me kya h ? Pushpa me kya h ?,Ugzf5vTkUQdODHT_wzR4AaABAg.9yMP-iL5jk89yVKOHIaR5I,@PrashantKumar-dm2bl,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugzf5vTkUQdODHT_wzR4AaABAg.9yMP-iL5jk89yVKOHIaR5I,2023-12-19 03:47:32,0,Kgf me kya h ? Pushpa me kya h ?,http://www.youtube.com/@Lost_KS
445,@pritamghosh6148,Please go  see Dhruv Rathee 's discussion on this flim....my take on this i will not waste my precious 3hrs  1k rupees,UgxN_8ZQtC1oxUmso994AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxN_8ZQtC1oxUmso994AaABAg,2023-12-15 15:32:46,2,Please go  see Dhruv Rathee 's discussion on this flim....my take on this i will not waste my precious 3hrs  1k rupees,http://www.youtube.com/@pritamghosh6148
446,@roshansingh6123,You mean German shepherd 😂,UgxN_8ZQtC1oxUmso994AaABAg.9yMHv0MeEn_9yNHbZ2tGLp,@pritamghosh6148,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxN_8ZQtC1oxUmso994AaABAg.9yMHv0MeEn_9yNHbZ2tGLp,2023-12-16 00:49:21,0,You mean German shepherd 😂,http://www.youtube.com/@roshansingh6123
447,@vikasmiracle1420,"What dhruv Rathi says i know he is right in some way but movie is beyond this usko galat hi dikhaya h movie me suru me vo kaafi acha hota h apni sister ko khud women empowerment sikhata hai aur apni wife ki ki kaafi care karta aur vo log London me chale jaate but his father attacked by Bobby Deol and he comes back in taking father's revenge he become an animal and hence it's justify the title of the movie , he done lot of violence hai behaviour is change he only wants to know the information of Bobby and he wants to kill him like an animal agr isko character ko animal na dikhate toh ye misogynist thi but movie ko samjhoge toh ye nhi bologe kyuki ab use fark nhi padta kisi cheez se And it's has special bond of father and son which father don't give proper time and love to him but he loves his father , sikayat bhi h use but unko proud feel karane ke liye khuch bhi kar sakta hai it's like my story also but Ranbir done in negative way but I will done in positive way I watched with my gf and we both love it",UgxN_8ZQtC1oxUmso994AaABAg.9yMHv0MeEn_9yNIK9DdC0_,@pritamghosh6148,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxN_8ZQtC1oxUmso994AaABAg.9yMHv0MeEn_9yNIK9DdC0_,2023-12-16 00:55:34,0,"What dhruv Rathi says i know he is right in some way but movie is beyond this usko galat hi dikhaya h movie me suru me vo kaafi acha hota h apni sister ko khud women empowerment sikhata hai aur apni wife ki ki kaafi care karta aur vo log London me chale jaate but his father attacked by Bobby Deol and he comes back in taking father's revenge he become an animal and hence it's justify the title of the movie , he done lot of violence hai behaviour is change he only wants to know the information of Bobby and he wants to kill him like an animal agr isko character ko animal na dikhate toh ye misogynist thi but movie ko samjhoge toh ye nhi bologe kyuki ab use fark nhi padta kisi cheez se And it's has special bond of father and son which father don't give proper time and love to him but he loves his father , sikayat bhi h use but unko proud feel karane ke liye khuch bhi kar sakta hai it's like my story also but Ranbir done in negative way but I will done in positive way I watched with my gf and we both love it",http://www.youtube.com/@vikasmiracle1420
448,@VTECH7200,*3rd class movie full to out of logic better than this go and watch sam badhur this is best movie animal is 3rd class movie ulta generation ko bighad neke ka kaam karega ye movie and isse criminals ki aur Himmat badhe gi I wish ki this types of movie should be Baan by government because it is spoiling today's generation*,UgxN5VUoOwAoK7ccyi14AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxN5VUoOwAoK7ccyi14AaABAg,2023-12-15 14:03:59,0,*3rd class movie full to out of logic better than this go and watch sam badhur this is best movie animal is 3rd class movie ulta generation ko bighad neke ka kaam karega ye movie and isse criminals ki aur Himmat badhe gi I wish ki this types of movie should be Baan by government because it is spoiling today's generation*,http://www.youtube.com/@VTECH7200
449,@emulatorgaming3010,Bhai kgf se compete kar rhe😂,UgyWqAUzGVEkjHiULed4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyWqAUzGVEkjHiULed4AaABAg,2023-12-15 14:02:28,1,Bhai kgf se compete kar rhe😂,http://www.youtube.com/@emulatorgaming3010
450,@imashaimasha-bh9vy,Animal kgf 2,UgyWqAUzGVEkjHiULed4AaABAg.9yM7_hX87yY9yNJq-2ukX1,@emulatorgaming3010,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyWqAUzGVEkjHiULed4AaABAg.9yM7_hX87yY9yNJq-2ukX1,2023-12-16 01:08:48,0,Animal kgf 2,http://www.youtube.com/@imashaimasha-bh9vy
451,@Blackk668,Ham denge awaz😁,Ugx1kLEDTclgNaWBFZp4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugx1kLEDTclgNaWBFZp4AaABAg,2023-12-15 13:22:54,0,Ham denge awaz😁,http://www.youtube.com/@Blackk668
452,@ImanKhan-qt5kd,"Rockstar and sanju both movies offered audience with geart lessons. But animal movie is indeed made for animals that is alpha males in the society. This will exploit the reality of masculinity. Hence, this movie purpose is to glorify violence and glorify womanizing showing them as an object. Where anger and possession is taken by the hero or villan without redemption. No sympaty and no compassion. Honestly, the director made this movie to earn his money and to promote the sadistic mindsets of the society. Kudos ! O/10 .",UgzbDtw0s-Lktu4ND9R4AaABAg,,2,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgzbDtw0s-Lktu4ND9R4AaABAg,2023-12-15 13:14:03,0,"Rockstar and sanju both movies offered audience with geart lessons. But animal movie is indeed made for animals that is alpha males in the society. This will exploit the reality of masculinity. Hence, this movie purpose is to glorify violence and glorify womanizing showing them as an object. Where anger and possession is taken by the hero or villan without redemption. No sympaty and no compassion. Honestly, the director made this movie to earn his money and to promote the sadistic mindsets of the society. Kudos ! O/10 .",http://www.youtube.com/@ImanKhan-qt5kd
453,@aumi6441,Finally Bollywood used G-class,Ugy7i6cDMet5ziFeKcZ4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugy7i6cDMet5ziFeKcZ4AaABAg,2023-12-15 12:43:00,0,Finally Bollywood used G-class,http://www.youtube.com/@aumi6441
454,@mursaleenbaig,Punjabi era boys 😊❤,UgwfS5Jm6gwh_VrAAu14AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwfS5Jm6gwh_VrAAu14AaABAg,2023-12-15 12:36:33,0,Punjabi era boys 😊❤,http://www.youtube.com/@mursaleenbaig
455,@BoroniAdaInfo,Don't watch this movie without jeans pant 😂😂😊😊😊😊,UgyIxOVwH4hEPBpnkGZ4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyIxOVwH4hEPBpnkGZ4AaABAg,2023-12-15 11:50:49,0,Don't watch this movie without jeans pant 😂😂😊😊😊😊,http://www.youtube.com/@BoroniAdaInfo
456,@syedabdulmajid881,Gandi movie,UgwQLYU0kKSMAKLsBgx4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgwQLYU0kKSMAKLsBgx4AaABAg,2023-12-15 11:39:30,0,Gandi movie,http://www.youtube.com/@syedabdulmajid881
457,@sagar12667,Rip 😂,Ugzh7ICX4w6iR2KFZvp4AaABAg,,1,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=Ugzh7ICX4w6iR2KFZvp4AaABAg,2023-12-15 11:11:46,0,Rip 😂,http://www.youtube.com/@sagar12667
458,@stylishsatyadhurve9691,Kon kon Instagram ki reels dekh kar aaya hai like kro comment ko,UgzS6FM3PVD5RInPTdl4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgzS6FM3PVD5RInPTdl4AaABAg,2023-12-15 11:11:46,0,Kon kon Instagram ki reels dekh kar aaya hai like kro comment ko,http://www.youtube.com/@stylishsatyadhurve9691
459,@ashishgamer7298,Kgf 3,UgyNIhJpb86a1E8OCUt4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgyNIhJpb86a1E8OCUt4AaABAg,2023-12-15 10:46:36,0,Kgf 3,http://www.youtube.com/@ashishgamer7298
460,@Mohan_Singh_baliyan,I watched this with my elder bhai and a younger bhai. On 10 december 2023. Very good family movie .,UgxQ6rJVdrygRzEyRlh4AaABAg,,0,https://www.youtube.com/watch?v=Dydmpfo68DA&lc=UgxQ6rJVdrygRzEyRlh4AaABAg,2023-12-15 10:28:06,0,I watched this with my elder bhai and a younger bhai. On 10 december 2023. Very good family movie .,http://www.youtube.com/@Mohan_Singh_baliyan
